title,country,region,municipality,description,status,reference
Handschu Decree,US,US-NY,New York City,"The Handschu Decree was a law that attempted to redress an historic pattern of police surveillance, infiltration, disruption and suppression of political expression and association in New York City",ignored,http://www.nyclu.org/content/testimony-police-surveillance-of-political-activity-history-and-current-state-of-handschu-de
